id	typeStatus	typeDesignatedBy	scientificName	institutionCode	catalogNumber	locality	sex	recordedBy	verbatimEventDate	verbatimLongitude	verbatimLatitude
1161771	typeSpecies	Lichtenstein. 1886. Monographie des Pucerons du Peuplier, Hamelin Frères, Montpellier, France 39	Pomphigus spirothecae Passerini, 1860								
1161772	typeSpecies		Rhizobius pilosellae Burmeister, 1835								
1161773	typeSpecies	Ferrari. 1872. Aphididae Liguriae. Annali del Museo Civico di Storia Naturale di Genova 2:87	Rhizobius pilosellae Burmeister, 1835								
1161774	typeSpecies	Passerini. 1860. Gli afidi con un prospetto dei generi ed alcune specie nuove Italiane, Tipografia Carmignani, Parma, Italy 30, 39	Rhizobius sonchi Passerini, 1860								
1161775	typeSpecies	Blanchard, Everard Eel. 1944. Descripciones y anotaciones de afidoideos argentinos. Acta Zoologica Lilloana 2:44	Baizongiella solanophila Blanchard, 1944								
1161875	typeSpecies	Wilson, H.F. 1910. A list of the genera described as new from 1758 to 1909 in the family Aphididae. Entomological News 21(4):87	Rhizobius pilosellae Burmeister, 1835								
1161876	typeSpecies	Heie. 1967. Studies on fossil aphids (Homoptera: Aphidoidea) especially in the Copenhagen collection of fossils in Baltic amber. Spolia Zoologica Musei Hauniensis 26:173	Succinaphis flauensgaardi Heie, 1967								
1161880	typeSpecies	Gillette. 1913. Some Pemphiginae attacking species of Populus in Colorado. Annals of the Entomological Society of America 6(4):491	Cornaphis populi Gillette, 1913								
1161882	typeSpecies	Smith, C.F. & Pepper. 1968. Grylloprociphilus frosti, new genus, new species, from the eastern United States (Homoptera: Aphididae). Proceedings of the Entomological Society of Washington 70(1):57	Grylloprociphilus frosti Smith & Pepper, 1968								
1161886	typeSpecies	Smith, C.F. 1974. Keys to and descriptions of the genera of Pemphigini in North America (Homotpera: Aphididae: Pemphiginae). North Carolina Agricultural Experiment Station Technical Bulletin 226:68	Eriosoma imbricator Fitch, 1851								
1161891	typeSpecies	Smith, C.F. 1965. Tiliphagus lycoposugus, new genus, new species (Aphididae: Homoptera) from Tilia americana and Lycopus virginicus. Annals of the Entomological Society of America 58(6):783	Tiliphagus lycoposugus Smith, 1965								
1161893	typeSpecies	Del Guercio. 1909. Intorno ad un nuovo genere do Penfigidi americani (Gen. Mordwilkoja Del Guerc.). Rivista di Patologia Vegetale 4(1):306	Byrsocrypta vagabunda Walsh, 1863								
1161900	typeSpecies	Takahashi, R. 1925. Aphididae of Formosa, Part 4. Report of the Department of Agriculture Government Research Institute Formosa 16:53	Formosaphis micheliae Takahashi, 1925								
1161905	typeSpecies	Schouteden. 1905. Notes on Ceylonese aphides. Spolia Zeylanica 2(8):187	Ceratopemphigus zehntneri Schouteden, 1905								
1161909	typeSpecies	Hille Ris Lambers. 1966. New and little known aphids from Pakistan (Homoptera, Aphididae). Tijdschrift voor Entomologie 109:495	Pemphigus imaicus Cholodkovsky, 1912								
1161910	typeSpecies	Zhang, Guangxue. 1979. In Zhang, Guangxue & Tiesen Zhong. Five new species of Pemphigus Hartig and a new species of Sanpupemphigus gen. nov. from China (Aphidoidea, Pemphigidae). Acta Entomologica Sinica 22(3):328	Sanpupemphigus sanpupopuli Zhang & Zhong, 1979								
1161915	typeSpecies	Tullgren. 1925. Aphidologische Studien II. Meddelelser från Centralanstalt för Försöksväsendet på Jordbruksområdet 280:24	Gootiella tremulae Tullgren, 1925								
1161919	typeSpecies	Börner. 1952. Europae centralis Aphides. Die Blattläuse Mitteleuropas. Namen, Synonyme, Wirtspflanzen, Generationszyklen. Mitteilungen der Thüringischen Botanischen Gesellschaft supplement 3:244	Neorhizobius ulmiphilus Del Guercio, 1917								
1161924	typeSpecies	Tullgren. 1925. Aphidologische Studien II. Meddelelser från Centralanstalt för Försöksväsendet på Jordbruksområdet 280:175	Schizoneura réaumuri Kaltenbach, 1843								
