id	vernacularName	language
1120058	gaudy grasshoppers	English
1120340	Western Flag-face	English
1120342	Eastern Flag-face	English
1120344	Variable Psedna	English
1120347	Musgrave's Psednura	English
1120349	Common Psednura	English
1120357	Australian Grass Pyrgomorph	English
1120368	Hypoestes Pyrgomorph	English
1120388	Northern Grass Pyrgomorph	English
1120577	Large Forest Pyrgomorph	English
1120660	Koppie Foam Grasshopper	English
1120741	Queensland Spotted Pyrgomorph	English
1120744	Painted Pyromorph	English
1120748	South-Central Pyrgomorph	English
1120749	Western Coastal Pyrgomorph	English
1120755	Blistered Pyrgomorph	English
1120765	Southern Pyrgomorph	English
1120776	Common Pyrgomorph	English
1120789	Torpedo Grasshopper	English
1120793	Argus Yeelana	English
1120796	Colourful Yeelana	English
1120816	Leichhardt's Grasshopper	English
1120818	Giant Spotted Pyrgomorph	English
1120834	Elegant Grasshopper	English
1120861	Common Milkweed Locust	English
1120869	Green Milkweed Locust	English
1121044	Cyprian Stick Grasshopper	English
1121061	Le Criquet printannier	French
1121061	Kegelkopfschrecke	German
1121333	bladder grasshoppers	English
1121518	Langfühlerschrecken	German
1121520	true crickets	English
1121520	Grillen	German
1121520	grillons	French
1121521	ground crickets	English
1121521	pygmy field crickets	English
1121596	Howarth's Cave Cricket	English
1121600	Schauinsland's Bush Cricket	English
1121602	Kaumana Cave Cricket	English
1121618	Grassland Pygmy Crickets	English
1121626	Pygmy Field Cricket	English
1121626	Garden Dwarf Cricket	English
1121638	striped island dwarf cricket	English
1121665	Nambung Pygmy Crickets	English
1121667	Black Pygmy Crickets	English
1121670	ground crickets	English
1121678	Wood Cricket	English
1121678	Le Grillon des bois	French
1121678	Waldgrille	German
1121691	Forest Pygmy Crickets	English
1121694	Mt. Spec Pygmy Crickets	English
1121706	Tin Can Bay Crickets	English
1121716	ambitious ground cricket	English
1121717	sandhills ground cricket	English
1121718	Hubbell’s ground cricket	English
1121719	flatwoods ground cricket	English
1121728	Le Grillon des torrents	French
1121728	Gestreifte Sumpfgrille	German
1121728	Le Grillon des rivières	French
1121823	Marsh Cricket	English
1121823	Le Grillon des marais	French
1121823	Sumpfgrille	German
1121866	Le Grillon gracile	French
1121926	Allard’s ground cricket	English
1121927	Fulton’s ground cricket	English
1121928	Larger Spotted Ground Cricket	English
1121929	southern ground cricket	English
1121930	salt-marsh ground cricket	English
1121932	tinkling ground cricket	English
1121933	Walker’s ground cricket	English
1121935	Striped Ground Cricket	English
1121946	Gray Ground Cricket	English
1121948	dusky ground cricket	English
1121959	Carolina Ground Cricket	English
1121977	confused ground cricket	English
1121978	Melodious Ground Cricket	English
1121982	Allen's Ground Cricket	English
1121982	black-faced scaly cricket	English
1121982	mangrove ground cricket	English
1122010	California Ground Cricket	English
1122010	Bay Area Ground Cricket	English
1122011	Mormon Ground Cricket	English
1122011	collared ground cricket	English
1122014	Cuban Ground Cricket	English
1122019	Smaller Spotted Ground Cricket	English
1122019	variegated ground cricket	English
1122022	marsh ground cricket	English
1122022	sphagnum ground cricket	English
1122025	Wingless Pygmy Field Crickets	English
1122035	Coastal Pygmy Crickets	English
1122046	bark crickets	English
1122128	Mjöberg's Forest Crickets	English
1122229	field crickets	English
1122362	field crickets	English
1122362	house crickets	English
1122366	damp-loving field cricket	English
1122377	Two-spotted Cricket	English
1122377	Le Grillon provençal	French
1122377	Zweifleckgrille	German
1122377	Mittelmeer-Feldgrille	German
1122386	short-tailed field cricket	English
1122396	southern wood cricket	English
1122400	western stutter-trilling cricket	English
1122404	variable field cricket	English
1122415	taciturn wood cricket	English
1122417	Pennsylvania Field Cricket	English
1122417	Fall Field Cricket	English
1122423	badlands cricket	English
1122427	southeastern field cricket	English
1122428	Scudder's Field Cricket	English
1122432	spring field cricket	English
1122433	Spring Field Cricket	English
1122433	northern wood cricket	English
1122436	vocal field cricket	English
1122454	Jamaican field cricket	English
1122461	Neglected Field Cricket	English
1122466	Field Cricket	English
1122466	Le Grillon champêtre	French
1122466	Feldgrille	German
1122470	sand field cricket	English
1122474	Texas field cricket	English
1122476	Keys wood cricket	English
1122540	House cricket	English
1122540	Le Grillon domestique	French
1122540	Heimchen	German
1122600	Desert Cricket	English
1122600	Le Grillon noirâtre	French
1122600	Steppengrille	German
1122674	black field crickets	English
1122704	Black Field Cricket	English
1122731	oceanic field cricket	English
1122754	silver-bell cricket	English
1122759	hard-headed crickets	English
1122779	Platyblemme découvert	French
1122832	pale field crickets	English
1122918	common short-tailed cricket	English
1122920	Indies short-tailed cricket	English
1122929	Short-tailed Cricket	English
1122971	False Stripe-headed Cricket	English
1122976	Bordeaux Cricket	English
1122976	Le Grillon bordelais	French
1122976	Südliche Grille	German
1122976	Bordeaux-Grille	German
1123023	Cyprian Stripe-headed Cricket	English
1123033	Eastern Cricket	English
1123033	Le Grillon oriental	French
1123033	Östliche Grille	German
1123122	Roadside Field Crickets	English
1123129	Diminutive Roadside Field Cricket	English
1123133	Little Evening Cricket	English
1123137	southern cross crickets	English
1123138	Little Evening Crickets	English
1123186	Japanese burrowing cricket	English
1123302	Yellow Field Crickets	English
1123306	Indian House Cricket	English
1123306	Tropical House Cricket	English
1123306	Kurzflügelgrille	German
1123318	Südliche Hausgrille	German
1123360	mottled field crickets	English
1123362	confusing field cricket	English
1123424	western striped cricket	English
1123439	Eastern Striped Cricket	English
1123528	wingless burrowing crickets	English
1123533	Wingless Burrowing Cricket	English
1123566	narrow-headed crickets	English
1123570	Narrow-headed Cricket	English
1123730	Arizona cricket	English
1123874	Lanzarote Malpais Cricket	English
1123889	Le Grillon ligure	French
1123902	Sporades Glandular Cricket	English
1123903	Karpathos Glandular Cricket	English
1123904	Parnassos Glandular Cricket	English
1123906	Cretan Glandular Cricket	English
1123908	Dodecanese Glandular Cricket	English
1123909	Epirus Glandular Cricket	English
1123940	Malua Crickets	English
1123964	Le Grillon des jas	French
1123969	Cretan Crevice-cricket	English
1123983	Le Grillon des bastides	French
1123983	Stumme Grille	German
1123983	Wingless House-cricket	English
1124009	Le Grillon testacé	French
1124171	Short-winged Bush Cricket	English
1124180	Restless Bush Cricket	English
1124184	musical bush cricket	English
1124214	Keys bush cricket	English
1124222	false jumping bush cricket	English
1124227	black-faced bush cricket	English
1124231	Jumping Bush Cricket	English
1124235	three-horned bush cricket	English
1124277	Silent Litter Crickets	English
1124317	Belfrage's cricket	English
1124415	common grass crickets	English
1124443	common grass cricket	English
1124445	little grass crickets	English
1124453	pale grass crickets	English
1124468	Tozer Crickets	English
1124470	Winged Grass Crickets	English
1124479	hard-footed bush crickets	English
1124480	Island Bush Crickets	English
1124484	ellops island cricket	English
1124486	nythos island cricket	English
1124510	plain bush crickets	English
1124622	flat-bodied bush crickets	English
1124625	pimple-faced bush cricket	English
1124643	tambourine bush crickets	English
1124779	Handsome Bush Crickets	English
1124785	mottled bush crickets	English
1124792	Mottled Bush Cricket	English
1125043	Norfolk Island Crickets	English
1125055	Norfolk Island Cricket	English
1125254	slender silent bush crickets	English
1125257	narrow bush cricket	English
1125257	graceful silent bush cricket	English
1125265	two-spotted bush cricket	English
1125265	slender silent bush cricket	English
1125289	Weeronga Silent Bush Cricket	English
1125400	Wally's Bush Crickets	English
1125402	clasping bush cricket	English
1125406	clasping bush crickets	English
1125407	Shielded bush cricket	English
1125579	Raincloud Forest Cricket	English
1126273	spider crickets	English
1126443	Mahé Boulder Cricket	English
1126528	giant spider cricket	English
1126533	Spider Cricket	English
1126753	trigs	English
1126753	leaf-running crickets	English
1126753	sword-tail crickets	English
1126753	sword-tailed crickets	English
1126873	Handsome Trig	English
1126894	brown sword-tail crickets	English
1126919	Cuban trig	English
1126950	chirping trig	English
1126963	beach trig	English
1126987	mangrove trig	English
1126987	obscure trig	English
1127017	Fulton's trig	English
1127019	pink-spotted trig	English
1127020	Thomas's trig	English
1127021	tidewater trig	English
1127022	slow-tinkling trig	English
1127023	spring trig	English
1127084	green sword-tail crickets	English
1127087	Columbian trig	English
1127088	complex-trilling trig	English
1127089	Gundlach’s trig	English
1127090	mangrove trig	English
1127131	Hebard's bush cricket	English
1127131	Hebard's trig	English
1127226	Reed Cricket	English
1127226	Schilfgrille	German
1127273	Gidya leaf runner	English
1127295	Le Grillon des jonchères	French
1127295	Käfergrille	German
1127330	Leaf-running Cricket	English
1127563	bush crickets	English
1127583	moon crickets	English
1127591	long-tailed crickets	English
1127605	little long-tailed crickets	English
1127628	meteor crickets	English
1127643	lined ground crickets	English
1127686	rainforest crickets	English
1127784	litter crickets	English
1127793	Litter Cricket	English
1127865	Indies bush cricket	English
1128056	tree crickets	English
1128056	Blütengrillen	German
1128062	tree crickets	English
1128103	Italian Cricket	English
1128103	Le Grillon d'Italie	French
1128103	Weinhähnchen	German
1128113	Striped Tree Cricket	English
1128126	snowy tree cricket	English
1128127	Riley's tree cricket	English
1128128	Alexander's tree cricket	English
1128130	Davis's Tree Cricket	English
1128131	thin-lined tree cricket	English
1128132	narrow-winged tree cricket	English
1128133	Narrow-winged Tree Cricket	English
1128136	western tree cricket	English
1128138	different-horned tree cricket	English
1128140	Broad-winged Tree Cricket	English
1128142	fast-calling tree cricket	English
1128143	prairie tree cricket	English
1128145	Tamarack Tree Cricket	English
1128145	Laricis Tree Cricket	English
1128146	black-horned tree cricket	English
1128147	Pine Tree Cricket	English
1128148	four-spotted tree cricket	English
1128150	Forbes’s tree cricket	English
1128151	Walker's tree cricket	English
1128166	Two-spotted Tree Cricket	English
1128172	Brownsville tree cricket	English
1128179	rainforest tree crickets	English
1128180	Lea's Tree Cricket	English
1128244	Oahu Deceptor Bush Cricket	English
1128267	Volcanoes Cave Cricket	English
1128270	Kauai Thin-footed Bush Cricket	English
1128272	mole crickets	English
1128276	scaly crickets	English
1128297	scaly crickets	English
1128309	Byamee Scaled Crickets	English
1128321	Forest Scaled Crickets	English
1128328	Kiah Crickets	English
1128331	Melodic Scaled Crickets	English
1128349	Ponga Crickets	English
1128354	Le Grillon maritime	French
1128361	Le Grillon maritime de la Manche	French
1128362	Coastal Scaled Crickets	English
1128372	Saussure’s scaly cricket	English
1128388	Antillean Bush Cricket	English
1128391	obscure scaly cricket	English
1128392	banded scaly cricket	English
1128393	two-toothed scaly cricke	English
1128395	syncopated scaly cricket	English
1128399	pale scaly cricket	English
1128400	black-faced scaly cricket	English
1128401	reluctant scaly cricket	English
1128402	four-pair scaly cricket	English
1128403	Slossom’s scaly cricket	English
1128404	Spectacular Scaly Cricket	English
1128405	Scudder's Scaly Bush Cricket	English
1128407	slow scaly cricket	English
1128408	forest scaly cricket	English
1128409	swift scaly cricket	English
1128410	zebra scaly cricket	English
1128414	Keys scaly Cricket	English
1128514	long-winged scaly cricket	English
1128542	Le Grillon écailleux	French
1128547	Kinzelbach's Scale-cricket	English
1128556	common scaled crickets	English
1128678	Mangrove Scaled Crickets	English
1128681	Scaled Cricket	English
1128684	Cape York Scaled Crickets	English
1128692	silent scaly cricket	English
1128701	Le Grillon des Cistes	French
1128701	Buschgrille	German
1128736	mole crickets	English
1128736	Maulwurfsgrillen	German
1128753	Short-winged Mole Cricket	English
1128754	southern mole cricket	English
1128755	Southern Mole Cricket	English
1128756	Changa	Spanish
1128756	Changa Mole Cricket	English
1128756	West Indian Mole cricket	English
1128765	tawny mole cricket	English
1128787	mole crickets	English
1128791	European mole cricket	English
1128791	La Courtilière commune	French
1128791	Maulwurfsgrille	German
1128798	Le Courtillière provençale	French
1128800	African mole cricket	English
1128828	Krimbas' Mole-cricket	English
1128834	Dark Night Mole Cricket	English
1128835	Shiny Mole Cricket	English
1128856	Le Courtillière de la vigne	French
1128857	western mole cricket	English
1128858	Prairie Mole Cricket	English
1128858	Giant Mole Cricket	English
1128885	northern mole cricket	English
1128906	ant crickets	English
1128906	ant-loving crickets	English
1128906	Ameisengrillen	German
1128908	ant-loving crickets	English
1128908	Ameisengrillen	German
1128964	Le Myrmécophile social	French
1128964	Ameisengrille	German
1128980	Mann’s ant cricket	English
1128986	Nebraska ant cricket	English
1128988	Oregon ant cricket	English
1128993	eastern ant cricket	English
1129128	Buckell’s grig	English
1129129	great grig	English
1129132	sagebrush grig	English
1129555	Buckelschrecken	German
1129555	Höhlenschrecken	German
1129555	camel crickets	English
1129555	cave crickets	English
1129715	greenhouse camel crickets	English
1129724	Japanese Camel Cricket	English
1129781	Greenhouse Stone Cricket	English
1129781	La Sauterelle des serres	French
1129781	Gewächshausschrecke	German
1129781	Greenhouse Camel Cricket	English
1129834	Giglio Cave Cricket	English
1129835	Baccetti's Cave Cricket	English
1129837	Le Dolichopode d'Evisa	French
1129839	Le Dolichopode de Venaco	French
1129840	Remy's Cave-cricket	English
1129844	Mucedda's Cave Cricket	English
1129845	Aghias Andreas Cave-cricket	English
1129847	Larissa Cave-cricket	English
1129850	Le Dolichopode dauphinois	French
1129854	Capri Cave Cricket	English
1129855	Le Dolichopode de la Tinée	French
1129856	Kefalari Cave Cricket	English
1129858	Perama Cave-cricket	English
1129859	Naoussa Cave-cricket	English
1129860	Le Dolichopode languedocien	French
1129861	Matsakis' Cave-cricket	English
1129862	Naxos Cave-cricket	English
1129863	Cretan Cave-cricket	English
1129864	Petalas Cave-cricket	English
1129866	Corfu Cave-cricket	English
1129867	Thassos Cave-cricket	English
1129868	Katafygi Cave-cricket	English
1129881	Cephalonia Cave-cricket	English
1129884	Kiriaki Cave-cricket	English
1129885	Lefkas Cave Cricket	English
1129886	Ithaka Cave-cricket	English
1129887	Megalo Spilio Cave-cricket	English
1129891	Giuliana's Cave-cricket	English
1129892	Kalithea Cave-cricket	English
1129893	Kalymnos Cave-cricket	English
1129895	Koutouki Cave-cricket	English
1129896	Makrykapa Cave-cricket	English
1129897	Orchomenos Cave-cricket	English
1129898	Cassagnau's Cave-cricket	English
1129899	Pan Cave-cricket	English
1130035	Kelso Giant Sand Treader Cricket	English
1130037	Coachelia Giant Sand Treader Cricket	English
1130053	Robust Camel Cricket	English
1130064	Camel Crickets	English
1130113	Uhler's Camel Cricket	English
1130136	Davis's Camel Cricket	English
1130137	Rehn & Hebard's Camel Cricket	English
1130158	Short-legged Camel Cricket	English
1130160	Woodland Stone Cricket	English
1130165	Cave Camel Cricket	English
1130167	Slender-legged Camel Cricket	English
1130175	Spotted Camel Cricket	English
1130186	Black-sided Camel Cricket	English
1130221	Yellow-bellied Camel Cricket	English
1130249	Tanner's Black Camel Cricket	English
1130284	True Cave Crickets	English
1130317	Arizona Giant Sand Treader Cricket	English
1130340	Wyanbene or forest camel cricket	English
1130470	Spiny Cave-cricket	English
1130476	Le Troglophile cavicole	French
1130476	Kollars Höhlenschrecke	German
1130476	Common Cave-cricket	English
1130482	Lago's Cave-cricket	English
1130488	San Torini Cave-cricket	English
1130500	Le Troglophile négligé	French
1130500	Bedornte Höhlenschrecke	German
1130512	dune crickets	English
1130512	splay-footed crickets	English
1130545	wood crickets	English
1130545	leaf-rolling crickets	English
1130545	raspy crickets	English
1130972	Illawarra raspy cricket	English
1130974	Forest raspy cricket	English
1131071	leaf-rolling crickets	English
1131076	Carolina Leaf-roller	English
1131076	Carolina Leaf-rolling Cricket	English
1131078	Jamaican Leaf-roller	English
1131147	Canberra Raspy Cricket	English
1131291	striped raspy cricket	English
1131773	Cooloola monsters	English
1131776	Dingo Monster	English
1131777	Cooloola Monster	English
1131778	Sugarcane Monster	English
1131779	Pearson's Monster	English
1131826	Broad-winged forest cricket	English
1131955	tusked weta	English
1131956	Mercury Islands tusked weta	English
1131957	Raukumara tusked weta	English
1132031	giant weta	English
1132033	Herekopare weta	English
1132034	scree weta	English
1132035	Poor Knights Giant Weta	English
1132035	Poor Knights Weta	English
1132036	Little Barrier Giant Weta	English
1132036	Wetapunga	English
1132038	Cook Strait giant weta	English
1132038	Stephens Island Weta	English
1132040	Mount Arthur giant weta	English
1132041	Kaikoura Giant Weta	English
1132041	Kaikoura Weta	English
1132042	bluff weta	English
1132043	Mahoenui Giant Weta	English
1132044	Mount Cook giant weta	English
1132045	Giant mole weta	English
1132046	tree weta	English
1132049	Wellington tree weta	English
1132063	Banks Peninsula Tree Weta	English
1132148	Coachella Valley Jerusalem Cricket	English
1132149	Jerusalem cricket	English
1132166	Navajo Jerusalem Cricket	English
1132169	Black-headed Jerusalem Cricket	English
1132212	Laubheuschrecken	German
1132212	bushcrickets	English
1132212	katydids	English
1132213	Laubheuschrecken	German
1132213	katydids	English
1132213	bushcrickets	English
1132220	sluggish katydids	English
1132223	Green Flightless Predatory Katydids	English
1132233	common sluggish katydid	English
1132237	White-lined Sluggish katydid	English
1132238	Victorian Sluggish Katydid	English
1132239	Saussure's sluggish katydid	English
1132240	silver-spotted sluggish katydid	English
1132242	South Coast Sluggish Katydid	English
1132243	spiny sluggish katydid	English
1132243	Companion Sluggish Katydid	English
1132244	pretty sluggish katydid	English
1132247	Perth Pachysaga	English
1132249	Yellow winged Pachysaga	English
1132250	eneabba hump-back	English
1132250	Eneabba Pachysaga	English
1132254	Fan-winged Katydids	English
1132256	North coast Fan-winged Katydid	English
1132258	Grey Fan-winged Katydid	English
1132259	Twittering Fan-winged katydid	English
1132260	Robust Fan-winged Katydid	English
1132264	Green Fan-winged Katydid	English
1132266	quadrate fan-winged katydid	English
1132297	Wood-louse Glandular Bush-cricket	English
1132353	Saddle-backed Bushcricket	English
1132353	Steppen-Sattelschrecke	German
1132353	L'Ephippigère des vignes	French
1132359	Ephippigère des vignes	French
1132360	L'Ephippigère du Vallespir	French
1132363	Ephippigère des vignes	French
1132363	Westliche-Sattelschrecke	German
1132371	Ephippigère insubrique	French
1132371	Strauch-Sattelschrecke	German
1132372	Ephippigère de Vichet	French
1132373	L'Éphippigère provençale	French
1132376	Alpine Saddle-backed Bush-cricket	English
1132376	Ephippigère terrestre	French
1132377	Südalpen-Sattelschrecke	German
1132381	L' Éphippigère terrestre	French
1132386	L'Ephippiger italique	French
1132421	L'Ephippigère algérienne	French
1132468	L'Éphippigère carénée	French
1132525	L'Ephippigère gasconne	French
1132543	L'Ephippigère corse	French
1132549	L'Ephippigère ibérique	French
1132574	Ephippigère catalane	French
1132576	L'Ephippigère du Maghreb	French
1132630	meadow katydids	English
1132630	cone-head katydids	English
1132630	Schiefkopfschrecken	German
1132631	Gondwanan katydids	English
1132636	Black-footed Gondwanan Katydid	English
1132640	Colourful Gondwanan Katydid	English
1132648	clear-wing meadow katydid	English
1132839	head squeakers	English
1132840	Cape York Head Squeaker	English
1132885	Black-faced Coastal Kattydid	English
1132886	zenta's coastal katidid	English
1132887	Olive-green Coastal Katydid	English
1132898	woodland katydids	English
1132900	Sidney Woodland Katydid	English
1132979	Striped Nicsara	English
1132981	Spine-headed Nicsara	English
1133003	False Nicsara	English
1133007	Tropical Nicsara	English
1133050	Cape York Secsiva	English
1133051	Victoria River Secsiva	English
1133346	Ingrisch's forest katydids	English
1133349	Pink-faced Emerald	English
1133350	Windsor Emerald	English
1133351	tiny green forest katydids	English
1133352	Tiny Forest Green Katydid	English
1133353	Marrdja Forest Katydid	English
1133365	meadow katydids	English
1133373	lesser meadow katydids	English
1133375	San Diego meadow katydid	English
1133377	Slender Meadow Katydid	English
1133379	western meadow katydid	English
1133381	Small Meadow Katydid	English
1133394	Blackish Meadow Katydid	English
1133405	Brownsville meadow katydid	English
1133414	Straight-lanced Katydid	English
1133433	Short-winged Conehead	English
1133433	Le Conocéphale des Roseaux	French
1133433	Kurzflüglige Schwertschrecke	German
1133463	Doubtful Meadow Katydid	English
1133464	Sorghum Meadow Katydid	English
1133467	Upolu Meadow Katydid	English
1133472	Whitish Meadow Katydid	English
1133479	Black-sided Meadow Katydid	English
1133483	Sea Shore Meadow Katydid	English
1133488	Long-tailed Meadow Katydid	English
1133492	Lesotho Meadow Katydid	English
1133495	Short-winged Meadow Katydid	English
1133502	Long-tailed Meadow Katydid	English
1133510	Woodland Meadow Katydid	English
1133512	tidewater meadow katydid	English
1133514	Pacific meadow katydid	English
1133517	Peringuey’s Meadow Katydid	English
1133523	Prairie Meadow Katydid	English
1133526	Green-faced Meadow Katydid	English
1133526	Green-faced Grasshopper	English
1133535	Graceful Meadow Katydid	English
1133536	Grebenchikov's Cone-head	English
1133539	Gulf meadow katydid	English
1133543	Salt Marsh Meadow Katydid	English
1133552	Willemse's Meadow Katydid	English
1133557	African Meadow Katydid	English
1133569	Allard's Meadow Katydid	English
1133578	Long-winged Conehead	English
1133578	Le Conocéphale bigarré	French
1133578	Langflüglige Schwertschrecke	German
1133589	Caribbean meadow katydid	English
1133602	Spotted-legged Meadow Katydid	English
1133619	Zlobin's Meadow Katydid	English
1133649	Superb Meadow Katydid	English
1133650	Arizona meadow katydid	English
1133652	Bradley's Meadow Katydid	English
1133653	Nimble Meadow Katydid	English
1133656	larger meadow katydid	English
1133657	long-spurred meadow katydid	English
1133660	Agile Meadow Katydid	English
1133660	Agile Meadow Grasshopper	English
1133665	Texas meadow katydid	English
1133667	carinate meadow katydid	English
1133668	Dusky-faced Meadow Katydid	English
1133668	stripe-faced meadow katydid	English
1133672	Delicate Meadow Katydid	English
1133675	seaside meadow katydid	English
1133679	Gladiator Meadow Katydid	English
1133681	Military Meadow Katydid	English
1133682	Lesser Pine Meadow Katydid	English
1133683	Black-legged Meadow Katydid	English
1133686	Common Meadow Katydid	English
1133689	dusky-faced meadow katydid	English
1133690	Red-headed Meadow Katydid	English
1133691	Handsome Meadow Katydid	English
1133694	Wingless Meadow Katydid	English
1133807	Wingless Coneheaded Grasshoppers	English
1133808	Palmetto Cone-head	English
1133810	Half-winged Cone-head	English
1133812	Rehn's Cone-head	English
1133814	Davis's Cone-head	English
1133816	Hebard's Cone-head	English
1133819	Pine Key conehead	English
1133821	Pine Key Cone-head	English
1133832	cattail conehead	English
1133886	Brown-faced Spearbearer	English
1133890	Otte's spear bearer	English
1133913	Broughton's Snout-nose	English
1133948	Remote Conehead Katydid	English
1133993	sluggish snout-noses	English
1133995	Mark's Sluggish Snout-nose	English
1133996	slender heath katydid	English
1133996	south coast sluggish snout-nose	English
1133997	Sandow's Sluggish snout -nose	English
1134002	Everglades conehead	English
1134022	Caribbean Conehead	English
1134028	Black-nosed Conehead	English
1134041	Round-tipped Conehead	English
1134045	Robust Conehead	English
1134055	Broad-tipped Conehead	English
1134075	Swift Conehead	English
1134084	rattler conehead	English
1134116	Caudell's Conehead	English
1134122	Swordbearer	English
1134126	Slightly Musical Conehead	English
1134127	Bruner's Conehead	English
1134137	slender conehead	English
1134140	Nebraska Conehead	English
1134145	Marsh Conehead	English
1134151	false robust conehead	English
1134179	spiny devil katydids	English
1134236	Lesson's Mimicking Snout nose	English
1134241	Mimicking Snout-nosed Katydid	English
1134266	Hook-faced Conehead	English
1134320	Marshall's Snout-nose	English
1134338	Large Conehead	English
1134338	Le Conocéphale gracieux	French
1134338	Große Schiefkopfschrecke	German
1134359	Crayola katydids	English
1134431	Mataranka Armadillo Katydid	English
1134435	Kakadu Katydid	English
1134438	Queensland Lichen-mimicking Katydid	English
1134502	Bachmann's Armoured Katydid	English
1134558	Koringkriek	English
1134637	arboreal predatory katydids	English
1134637	diurnal predatory katydids	English
1134637	Eichenschrecken	German
1134637	quiet-calling katydids	English
1134843	Le Méconème scutigère	French
1134843	Le Méconème à bouclier	French
1134935	Southern Oak Bush-cricket	English
1134935	Le Méconème fragile	French
1134935	Südliche Eichenschrecke	German
1134937	Oak Bush-cricket	English
1134937	Drumming Katydid	English
1134937	Le Méconème varié	French
1134937	Gemeine Eichenschrecke	German
1134937	Le Méconème tambourinaire	French
1134939	Baumhüpfer	German
1135320	delicate predatory katydids	English
1135323	Lord Howe Beierdid	English
1135324	Norfolk Island Beierdid	English
1135324	Norfolk island spiny katydid	English
1135326	Long-legged Spider Katydids	English
1135352	Large Long-legged Spider Katydid	English
1135374	Estrinias	English
1135375	Dauan Estrinia	English
1135378	Micropterous Spider Katydids	English
1135379	Short-winged Spider Katydid	English
1135392	Spider Katydids	English
1135394	Turnar Spider Katydid	English
1135395	Wonnewarra Spider Katydid	English
1135396	Kurnkuni Spider Katydid	English
1135397	Nurragi Spider Katydid	English
1135398	Lyn's Spider Katydid	English
1135399	Two-way Spider Katydid	English
1135400	Wirreecoo Spider Katydid	English
1135419	Yungaburra Spider Katydid	English
1135420	Leawillia Spider Katydid	English
1135421	Chopard's Spider Katydid	English
1135423	Tryon Island Spider Katydid	English
1135456	Robust Spider Katydids	English
1135459	Jin's Robust Spider Katydid	English
1135588	Dahlemer Gewächshausschrecke	German
1135591	Short-winged Swayers	English
1135592	short-winged Swayers	English
1135593	Striped Swayer	English
1135594	Speedy Swayer	English
1135595	Britton's Swayer	English
1135598	Australian Swayers	English
1135599	Debaar's Swayer	English
1135600	Small Swayer	English
1135601	Malidupa Swayer	English
1135602	Whitsunday Swayer	English
1135603	Kununurra Swayer	English
1135604	Perth Swayer	English
1135605	Orumbera Swayer	English
1135607	Glossy Swayers	English
1135608	Arboreal Swayer	English
1135609	Quamara Swayer	English
1135610	Malkin's Swayer	English
1135647	long-legged katydids	English
1135734	Olszanowski's Black-kneed Katydid	English
1135735	Sopatas' Black-kneed Katydid	English
1135737	Cederberg Rock Katydid	English
1135737	Cave Katydid	English
1135740	Long-winged Agile Katydid	English
1135742	Cape Agile Katydid	English
1135745	Duplessis' Agile Katydid	English
1135751	Marais' Lace-winged Katydid	English
1135753	Knysna Forest Ground Katydid	English
1135765	Rainforest Katydids	English
1135814	Frosty Grass Mecopode	English
1135827	Palm Katydids	English
1135873	Queensland Palm Katydid	English
1135941	Micro Katydids	English
1135942	Micro Katydids	English
1135944	Speedy Micro Katydid	English
1135945	Illcha Micro Katydid	English
1135946	Long-tailed Micro Katydid	English
1135947	Allen's Micro Katydid	English
1135948	Intermediate Micro Katydid	English
1135949	Windy Harbour Micro Katydid	English
1135953	bush katydids	English
1135953	Sichelschrecken	German
1135953	leaf katydids	English
1136061	Green Winter Katydid	English
1136062	Wilson's Winter Katydid	English
1136063	Mauerberger's Winter Katydid	English
1136064	Karoo Winter Katydid	English
1136065	Tree Winter Katydid	English
1136066	Serrated Winter Katydid	English
1136068	Mute Winter Katydid	English
1136215	chaparral false katydid	English
1136219	southeastern bush katydid	English
1136222	Curve-tailed Bush-Katydid	English
1136225	Broad-tailed Bush-katydid	English
1136227	treetop bush katydid	English
1136229	forktailed bush katydid	English
1136235	Mexican Bush Katydid	English
1136240	Broad-winged Bush-katydid	English
1136242	Northern Bush-katydid	English
1136247	Texas bush katydid	English
1136269	round-headed katydids	English
1136275	western round-winged katydid	English
1136277	round-winged katydid	English
1136277	rattler round-winged katydid	English
1136282	carinate katydid	English
1136283	Florida false katydid	English
1136284	Texas false katydid	English
1136286	Big Bend false katydid	English
1136287	Oblong-winged Katydid	English
1136290	Uhler's katydid	English
1136290	Uhler's virtuoso katydid	English
1136291	sandhill virtuoso katydid	English
1136292	Cajun virtuoso katydid	English
1136293	common virtuoso katydid	English
1136294	Rio Grande virtuoso katydid	English
1136411	California Angle-wing	English
1136420	southwestern angle-wing	English
1136421	Louisiana angle-wing	English
1136426	Texas angle-wing	English
1136431	angular-winged katydid	English
1136431	lesser angle-wing katydid	English
1136433	broad-winged katydid	English
1136433	greater angle-wing katydid	English
1136514	Australian Crested Katydid	English
1136518	Curvy-tailed Caedicia	English
1136520	Norfolk island Caedicia	English
1136526	Sotted Caedicia	English
1136526	Araucaria Caedicia	English
1136537	Queensland Caedicia	English
1136537	colorful caedicia	English
1136540	Wary Caedicia	English
1136542	Bandy-legged Caedicia	English
1136547	Common garden Katydid	English
1136553	Webber's Caedicia	English
1136555	Kuranda Caedicia	English
1136583	32-spotted katydid	English
1136591	Kuranda Spotted Katydid	English
1136597	Kuranda Speckled Katydid	English
1136603	non-predaceous gum leaf katydid	English
1136604	Giant Torbia	English
1136608	Flying Fox katydid	English
