uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	
1179804	|	1181241	|	Skalistes biolleyi	|	species	|		|	
1179805	|	1179942	|	Sparatta pulchra	|	species	|		|	
1179806	|	1179480	|	Ancistrogaster mixta	|	species	|		|	
1179807	|	1181232	|	Praos perdita	|	species	|		|	
1179809	|	1181232	|	Praos alfari	|	species	|		|	
1179810	|	1181878	|	Euborellia ambigua	|	species	|		|	
1179811	|	1181878	|	Euborellia armata	|	species	|		|	
1179812	|	1181762	|	Paralabella conspicua	|	species	|		|	
1179813	|	1181762	|	Paralabella biolleyi	|	species	|		|	
1179815	|	1181590	|	Chaetospania pittarelli	|	species	|		|	
1179816	|	1179592	|	Forficula cavallii	|	species	|		|	
1179818	|	1181316	|	Spongovostox aloysiisabaudiae	|	species	|		|	
1179820	|	1181316	|	Spongovostox ferrugineus	|	species	|		|	
1179821	|	1180733	|	Esphalmenus camposi	|	species	|		|	
1179822	|	1180706	|	Dacnodes livida	|	species	|		|	
1179823	|	1181878	|	Euborellia compressa	|	species	|		|	
1179824	|	1181590	|	Chaetospania ugandana	|	species	|		|	
1179827	|	1179592	|	Forficula brolemanni	|	species	|		|	
1179828	|	1179978	|	Anisolabis atra	|	species	|		|	
1179829	|	1179978	|	Anisolabis tumida	|	species	|		|	
1179830	|	1179978	|	Anisolabis gestri	|	species	|		|	
1179831	|	1179978	|	Anisolabis isomorpha	|	species	|		|	
1179832	|	1181232	|	Praos biolleyi	|	species	|		|	
1179833	|	1180645	|	Paracosmia tristani	|	species	|		|	
1179834	|	1181878	|	Euborellia andreinii	|	species	|		|	
1179835	|	1181878	|	Euborellia tellinii	|	species	|		|	
1179836	|	1179837	|	Pyragropsis tristani	|	species	|		|	
1179837	|	1181775	|	Pyragropsis	|	genus	|		|	
1179839	|	1181235	|	Proreus sobrius	|	species	|		|	
1179840	|	1181298	|	Pareparchus minusculus	|	species	|		|	
1179842	|	1179592	|	Forficula ornata	|	species	|		|	
1179843	|	1181227	|	Doru gracilis	|	species	|		|	
1179844	|	1181846	|	Metresura ruficeps	|	species	|		|	
1179846	|	1181762	|	Paralabella dorsalis	|	species	|		|	
1179847	|	1181919	|	Allostethus indicum	|	species	|		|	
1179850	|	1181801	|	Allodahlia ahrimanes	|	species	|		|	
1179851	|	1181236	|	Timomenus oannes	|	species	|		|	
1179852	|	1181232	|	Praos intermedius	|	species	|		|	
1179854	|	1181241	|	Skalistes inopinata	|	species	|		|	
1179855	|	1181966	|	Strongylopsalis	|	genus	|		|	
1179856	|	1181590	|	Chaetospania parvula	|	species	|		|	
1179857	|	1181588	|	Auchenomus setulosus	|	species	|		|	
1179860	|	1181236	|	Timomenus ares	|	species	|		|	
1179861	|	1181225	|	Chamaipites hermes	|	species	|		|	
1179862	|	1181212	|	Adiathetus shelfordi	|	species	|		|	
1179864	|	1181319	|	Marava severini	|	species	|		|	
