index	taxonID	acceptedNameUsageID	parentNameUsageID	scientificName	taxonRank	taxonomicStatus
Mastigopelma	Mastigopelma	Mastigopelma	Bazzanioideae	Mastigopelma Mitt.	genus	doubtful
Drucelloideae	Drucelloideae	Drucelloideae	Lepidoziaceae	Drucelloideae R.M. Schust.	subfamily	accepted
Drucella	Drucella	Drucella	Drucelloideae	Drucella E.A. Hodgs.	genus	accepted
Lembidioideae	Lembidioideae	Lembidioideae	Lepidoziaceae	Lembidioideae R.M. Schust.	subfamily	accepted
Dendrolembidium	Dendrolembidium	Dendrolembidium	Lembidioideae	Dendrolembidium Herzog.	genus	not verified
Hygrolembidium	Hygrolembidium	Hygrolembidium	Lembidioideae	Hygrolembidium R.M. Schust.	genus	not verified
Isolembidium	Isolembidium	Isolembidium	Lembidioideae	Isolembidium R.M. Schust.	genus	not verified
Kurzia	Kurzia	Kurzia	Lembidioideae	Kurzia G. Martens.	genus	accepted
Lembidium	Lembidium	Lembidium	Lembidioideae	Lembidium Mitt.	genus	not verified
Megalembidium	Megalembidium	Megalembidium	Lembidioideae	Megalembidium R.M. Schust.	genus	not verified
Pseudocephalozia	Pseudocephalozia	Pseudocephalozia	Lembidioideae	Pseudocephalozia R.M. Schust.	genus	not verified
Lepidozioideae	Lepidozioideae	Lepidozioideae	Lepidoziaceae	Lepidozioideae Müll. Frib.	subfamily	accepted
Ceramanus	Ceramanus	Ceramanus	Lepidozioideae	Ceramanus E.D. Cooper	genus	accepted
Lepidozia	Lepidozia	Lepidozia	Lepidozioideae	Lepidozia (Dumort.) Dumort.	genus	accepted
Neolepidozia	Neolepidozia	Neolepidozia	Lepidozioideae	Neolepidozia Fulford et J. Taylor	genus	accepted
Tricholepidozia	Tricholepidozia	Tricholepidozia	Lepidozioideae	Tricholepidozia (R.M. Schust.) E.D. Cooper	genus	accepted
Micropterygioideae	Micropterygioideae	Micropterygioideae	Lepidoziaceae	Micropterygioideae Grolle.	subfamily	not verified
Micropterygium	Micropterygium	Micropterygium	Micropterygioideae	Micropterygium Gottsche	genus	not verified
Mytilopsis	Mytilopsis	Mytilopsis	Micropterygioideae	Mytilopsis Spruce	genus	not verified
Protocephalozioideae	Protocephalozioideae	Protocephalozioideae	Lepidoziaceae	Protocephalozioideae R.M. Schust.	subfamily	not verified
Protocephalozia	Protocephalozia	Protocephalozia	Protocephalozioideae	Protocephalozia (Spruce) K.I. Goebel	genus	accepted
Zoopsidoideae	Zoopsidoideae	Zoopsidoideae	Lepidoziaceae	Zoopsidoideae R.M. Schust.	subfamily	accepted
Amazoopsis	Amazoopsis	Amazoopsis	Zoopsidoideae	Amazoopsis J.J. Engel et G.L. Merr.	genus	not verified
Hyalolepidozia	Hyalolepidozia	Hyalolepidozia	Zoopsidoideae	Hyalolepidozia S.W. Arnell ex Grolle	genus	doubtful
Monodactylopsis	Monodactylopsis	Monodactylopsis	Zoopsidoideae	Monodactylopsis (R.M. Schust.) R.M. Schust.	genus	accepted
Neogrollea	Neogrollea	Neogrollea	Zoopsidoideae	Neogrollea E.A. Hodgs.	genus	not verified
Paracromastigum	Paracromastigum	Paracromastigum	Zoopsidoideae	Paracromastigum Fulford et J. Taylor	genus	accepted
Psiloclada	Psiloclada	Psiloclada	Zoopsidoideae	Psiloclada Mitt.	genus	not verified
Pteropsiella	Pteropsiella	Pteropsiella	Zoopsidoideae	Pteropsiella Spruce	genus	not verified
Telaranea	Telaranea	Telaranea	Zoopsidoideae	Telaranea Spruce ex Schiffn.	genus	not verified
Zoopsidella	Zoopsidella	Zoopsidella	Zoopsidoideae	Zoopsidella R.M. Schust.	genus	not verified
Zoopsis	Zoopsis	Zoopsis	Zoopsidoideae	Zoopsis Hook.f. ex Gottsche	genus	not verified
Lophocoleaceae	Lophocoleaceae	Lophocoleaceae	Lophocoleineae	Lophocoleaceae Vanden Berghen	family	accepted
Bragginsella	Bragginsella	Bragginsella	Lophocoleaceae	Bragginsella R.M. Schust.	genus	not verified
Chiloscyphus	Chiloscyphus	Chiloscyphus	Lophocoleaceae	Chiloscyphus Corda.	genus	accepted
Clasmatocolea	Clasmatocolea	Clasmatocolea	Lophocoleaceae	Clasmatocolea Spruce	genus	not verified
Conoscyphus	Conoscyphus	Conoscyphus	Lophocoleaceae	Conoscyphus Mitt.	genus	accepted
Cryptolophocolea	Cryptolophocolea	Cryptolophocolea	Lophocoleaceae	Cryptolophocolea L.Söderstr.	genus	accepted
Deceptifrons	Deceptifrons	Deceptifrons	Lophocoleaceae	Deceptifrons J.J. Engel et Váňa.	genus	accepted
Evansianthus	Evansianthus	Evansianthus	Lophocoleaceae	Evansianthus R.M. Schust. et J.J. Engel	genus	accepted
Hepatostolonophora	Hepatostolonophora	Hepatostolonophora	Lophocoleaceae	Hepatostolonophora J.J. Engel et R.M. Schust.	genus	accepted
Heteroscyphus	Heteroscyphus	Heteroscyphus	Lophocoleaceae	Heteroscyphus Schiffn.	genus	accepted
Lamellocolea	Lamellocolea	Lamellocolea	Lophocoleaceae	Lamellocolea J.J. Engel	genus	accepted
Leptophyllopsis	Leptophyllopsis	Leptophyllopsis	Lophocoleaceae	Leptophyllopsis R.M. Schust.	genus	accepted
Leptoscyphopsis	Leptoscyphopsis	Leptoscyphopsis	Lophocoleaceae	Leptoscyphopsis R.M. Schust.	genus	accepted
Leptoscyphus	Leptoscyphus	Leptoscyphus	Lophocoleaceae	Leptoscyphus Mitt.	genus	accepted
Lophocolea	Lophocolea	Lophocolea	Lophocoleaceae	Lophocolea (Dumort.) Dumort.	genus	accepted
Otoscyphus	Otoscyphus	Otoscyphus	Lophocoleaceae	Otoscyphus J.J. Engel, Bardat et Thouvenot	genus	not verified
Pachyglossa	Pachyglossa	Pachyglossa	Lophocoleaceae	Pachyglossa Herzog et Grolle	genus	accepted
Perdusenia	Perdusenia	Perdusenia	Lophocoleaceae	Perdusenia Hässel	genus	not verified
Pigafettoa	Pigafettoa	Pigafettoa	Lophocoleaceae	Pigafettoa C. Massal.	genus	not verified
Platycaulis	Platycaulis	Platycaulis	Lophocoleaceae	Platycaulis R.M. Schust.	genus	not verified
Stolonivector	Stolonivector	Stolonivector	Lophocoleaceae	Stolonivector J.J. Engel.	genus	accepted
Xenocephalozia	Xenocephalozia	Xenocephalozia	Lophocoleaceae	Xenocephalozia R.M. Schust.	genus	not verified
Mastigophoraceae	Mastigophoraceae	Mastigophoraceae	Lophocoleineae	Mastigophoraceae R.M. Schust.	family	accepted
Dendromastigophora	Dendromastigophora	Dendromastigophora	Mastigophoraceae	Dendromastigophora R.M. Schust.	genus	not verified
Mastigophora	Mastigophora	Mastigophora	Mastigophoraceae	Mastigophora Nees	genus	accepted
Plagiochilaceae	Plagiochilaceae	Plagiochilaceae	Lophocoleineae	Plagiochilaceae Müll. Frib.	family	accepted
Acrochila	Acrochila	Acrochila	Plagiochilaceae	Acrochila R.M. Schust.	genus	not verified
Chiastocaulon	Chiastocaulon	Chiastocaulon	Plagiochilaceae	Chiastocaulon Carl	genus	not verified
Dinckleria	Dinckleria	Dinckleria	Plagiochilaceae	Dinckleria Trevis.	genus	not verified
Pedinophyllopsis	Pedinophyllopsis	Pedinophyllopsis	Plagiochilaceae	Pedinophyllopsis R.M. Schust. et Inoue.	genus	not verified
Pedinophyllum	Pedinophyllum	Pedinophyllum	Plagiochilaceae	Pedinophyllum Lindb. ex Nordst.	genus	not verified
Plagiochila	Plagiochila	Plagiochila	Plagiochilaceae	Plagiochila (Dumort.) Dumort.	genus	accepted
Plagiochilidium	Plagiochilidium	Plagiochilidium	Plagiochilaceae	Plagiochilidium Herzog.	genus	not verified
Plagiochilion	Plagiochilion	Plagiochilion	Plagiochilaceae	Plagiochilion S. Hatt.	genus	not verified
Pseudolophocolea	Pseudolophocolea	Pseudolophocolea	Plagiochilaceae	Pseudolophocolea R.M. Schust. et J.J. Engel.	genus	not verified
Xenochila	Xenochila	Xenochila	Plagiochilaceae	Xenochila R.M. Schust.	genus	not verified
Pseudolepicoleaceae	Pseudolepicoleaceae	Pseudolepicoleaceae	Lophocoleineae	Pseudolepicoleaceae Fulford et J. Taylor	family	accepted
Archeophylla	Archeophylla	Archeophylla	Pseudolepicoleaceae	Archeophylla R.M. Schust.	genus	accepted
Castanoclobos	Castanoclobos	Castanoclobos	Pseudolepicoleaceae	Castanoclobos J.J. Engel et Glenny	genus	accepted
Chaetocolea	Chaetocolea	Chaetocolea	Pseudolepicoleaceae	Chaetocolea Spruce	genus	not verified
Herzogiaria	Herzogiaria	Herzogiaria	Pseudolepicoleaceae	Herzogiaria Fulford ex Hässel	genus	accepted
Isophyllaria	Isophyllaria	Isophyllaria	Pseudolepicoleaceae	Isophyllaria E.A. Hodgs. et Allison	genus	not verified
Pseudolepicolea	Pseudolepicolea	Pseudolepicolea	Pseudolepicoleaceae	Pseudolepicolea Fulford et J. Taylor	genus	accepted
Temnoma	Temnoma	Temnoma	Lophocoleineae	Temnoma Mitt.	genus	accepted
Trichocoleaceae	Trichocoleaceae	Trichocoleaceae	Lophocoleineae	Trichocoleaceae Nakai.	family	accepted
Eotrichocolea	Eotrichocolea	Eotrichocolea	Trichocoleaceae	Eotrichocolea R.M. Schust.	genus	accepted
Leiomitra	Leiomitra	Leiomitra	Trichocoleaceae	Leiomitra Lindb.	genus	accepted
Trichocolea	Trichocolea	Trichocolea	Trichocoleaceae	Trichocolea Dumort.	genus	accepted
Myliineae	Myliineae	Myliineae	Jungermanniales	Myliineae J.J. Engel et Braggins ex Crand.-Stotl.	suborder	accepted
Myliaceae	Myliaceae	Myliaceae	Myliineae	Myliaceae Schljakov.	family	accepted
Mylia	Mylia	Mylia	Myliaceae	Mylia Gray	genus	accepted
Perssoniellineae	Perssoniellineae	Perssoniellineae	Jungermanniales	Perssoniellineae R.M. Schust.	suborder	accepted
Schistochilaceae	Schistochilaceae	Schistochilaceae	Perssoniellineae	Schistochilaceae H. Buch.	family	accepted
Schistochila	Schistochila	Schistochila	Schistochilaceae	Schistochila Dumort.	genus	accepted
Porellales	Porellales	Porellales	Jungermanniidae	Porellales Schljakov.	order	accepted
Jubulineae	Jubulineae	Jubulineae	Porellales	Jubulineae Müll. Frib.	suborder	accepted
Frullaniaceae	Frullaniaceae	Frullaniaceae	Jubulineae	Frullaniaceae Lorch.	family	accepted
Frullania	Frullania	Frullania	Frullaniaceae	Frullania Raddi	genus	accepted
Jubulaceae	Jubulaceae	Jubulaceae	Jubulineae	Jubulaceae H. Klinggr.	family	accepted
Jubula	Jubula	Jubula	Jubulaceae	Jubula Dumort.	genus	accepted
Neohattoria	Neohattoria	Neohattoria	Jubulaceae	Neohattoria Kamim.	genus	accepted
Nipponolejeunea	Nipponolejeunea	Nipponolejeunea	Jubulaceae	Nipponolejeunea S. Hatt.	genus	accepted
Lejeuneaceae	Lejeuneaceae	Lejeuneaceae	Jubulineae	Lejeuneaceae Cavers	family	accepted
Lejeuneoideae	Lejeuneoideae	Lejeuneoideae	Lejeuneaceae	Lejeuneoideae	subfamily	accepted
Brachiolejeuneeae	Brachiolejeuneeae	Brachiolejeuneeae	Lejeuneoideae	Brachiolejeuneeae	tribe	accepted
Brachiolejeuneinae	Brachiolejeuneinae	Brachiolejeuneinae	Brachiolejeuneeae	Brachiolejeuneinae Gradst.	subtribe	accepted
Acanthocoleus	Acanthocoleus	Acanthocoleus	Brachiolejeuneinae	Acanthocoleus R.M. Schust.	genus	not verified
Blepharolejeunea	Blepharolejeunea	Blepharolejeunea	Brachiolejeuneinae	Blepharolejeunea S.W. Arnell	genus	accepted
Brachiolejeunea	Brachiolejeunea	Brachiolejeunea	Brachiolejeuneinae	Brachiolejeunea (Spruce) Schiffn.	genus	accepted
Dicranolejeunea	Dicranolejeunea	Dicranolejeunea	Brachiolejeuneinae	Dicranolejeunea (Spruce) Schiffn.	genus	accepted
Lindigianthus	Lindigianthus	Lindigianthus	Brachiolejeuneinae	Lindigianthus Kruijt et Gradst.	genus	accepted
Odontolejeunea	Odontolejeunea	Odontolejeunea	Brachiolejeuneinae	Odontolejeunea (Spruce) Schiffn.	genus	accepted
Stictolejeuneinae	Stictolejeuneinae	Stictolejeuneinae	Brachiolejeuneeae	Stictolejeuneinae Gradst.	subtribe	accepted
Neurolejeunea	Neurolejeunea	Neurolejeunea	Stictolejeuneinae	Neurolejeunea (Spruce) Schiffn.	genus	accepted
Stictolejeunea	Stictolejeunea	Stictolejeunea	Stictolejeuneinae	Stictolejeunea (Spruce) Schiffn.	genus	accepted
Lejeuneeae	Lejeuneeae	Lejeuneeae	Lejeuneoideae	Lejeuneeae Dumort.	tribe	accepted
Dactylophorella	Dactylophorella	Dactylophorella	Lejeuneeae	Dactylophorella R.M. Schust.	genus	not verified
Metalejeunea	Metalejeunea	Metalejeunea	Lejeuneeae	Metalejeunea Grolle	genus	accepted
Pictolejeunea	Pictolejeunea	Pictolejeunea	Lejeuneeae	Pictolejeunea Grolle	genus	accepted
Ceratolejeuneinae	Ceratolejeuneinae	Ceratolejeuneinae	Lejeuneeae	Ceratolejeuneinae Gradst.	subtribe	accepted
Ceratolejeunea	Ceratolejeunea	Ceratolejeunea	Ceratolejeuneinae	Ceratolejeunea (Spruce) J.B. Jack et Steph.	genus	accepted
Luteolejeunea	Luteolejeunea	Luteolejeunea	Ceratolejeuneinae	Luteolejeunea Piippo	genus	accepted
Otigoniolejeunea	Otigoniolejeunea	Otigoniolejeunea	Ceratolejeuneinae	Otigoniolejeunea (Spruce) Schiffn.	genus	accepted
Cheilolejeuneinae	Cheilolejeuneinae	Cheilolejeuneinae	Lejeuneeae	Cheilolejeuneinae Gradst.	subtribe	accepted
Aureolejeunea	Aureolejeunea	Aureolejeunea	Cheilolejeuneinae	Aureolejeunea R.M. Schust.	genus	doubtful
Cheilolejeunea	Cheilolejeunea	Cheilolejeunea	Cheilolejeuneinae	Cheilolejeunea (Spruce) Steph.	genus	accepted
Cyrtolejeunea	Cyrtolejeunea	Cyrtolejeunea	Cheilolejeuneinae	Cyrtolejeunea A. Evans	genus	accepted
Cystolejeunea	Cystolejeunea	Cystolejeunea	Cheilolejeuneinae	Cystolejeunea A. Evans.	genus	accepted
Omphalanthus	Omphalanthus	Omphalanthus	Cheilolejeuneinae	Omphalanthus Lindenb. et Nees.	genus	doubtful
Cololejeuneinae	Cololejeuneinae	Cololejeuneinae	Lejeuneeae	Cololejeuneinae Gradst.	subtribe	accepted
Aphanotropis	Aphanotropis	Aphanotropis	Cololejeuneinae	Aphanotropis Herzog.	genus	accepted
Calatholejeunea	Calatholejeunea	Calatholejeunea	Cololejeuneinae	Calatholejeunea K.I. Goebel	genus	not verified
Cololejeunea	Cololejeunea	Cololejeunea	Cololejeuneinae	Cololejeunea (Spruce) Steph.	genus	accepted
Colura	Colura	Colura	Cololejeuneinae	Colura (Dumort.) Dumort.	genus	accepted
Diplasiolejeunea	Diplasiolejeunea	Diplasiolejeunea	Cololejeuneinae	Diplasiolejeunea (Spruce) Schiffn.	genus	accepted
Haplolejeunea	Haplolejeunea	Haplolejeunea	Cololejeuneinae	Haplolejeunea Grolle.	genus	not verified
Macrocolura	Macrocolura	Macrocolura	Cololejeuneinae	Macrocolura R.M. Schust.	genus	not verified
Myriocoleopsis	Myriocoleopsis	Myriocoleopsis	Cololejeuneinae	Myriocoleopsis Schiffn.	genus	accepted
Nephelolejeunea	Nephelolejeunea	Nephelolejeunea	Cololejeuneinae	Nephelolejeunea Grolle.	genus	not verified
Schusterolejeunea	Schusterolejeunea	Schusterolejeunea	Cololejeuneinae	Schusterolejeunea Grolle	genus	not verified
Siphonolejeunea	Siphonolejeunea	Siphonolejeunea	Cololejeuneinae	Siphonolejeunea Herzog.	genus	not verified
Tuyamaella	Tuyamaella	Tuyamaella	Cololejeuneinae	Tuyamaella S. Hatt.	genus	not verified
Cyclolejeuneinae	Cyclolejeuneinae	Cyclolejeuneinae	Lejeuneeae	Cyclolejeuneinae Gradst.	subtribe	accepted
Bromeliophila	Bromeliophila	Bromeliophila	Cyclolejeuneinae	Bromeliophila R.M. Schust.	genus	accepted
Cyclolejeunea	Cyclolejeunea	Cyclolejeunea	Cyclolejeuneinae	Cyclolejeunea A. Evans	genus	accepted
Prionolejeunea	Prionolejeunea	Prionolejeunea	Cyclolejeuneinae	Prionolejeunea (Spruce) Schiffn.	genus	accepted
Drepanolejeuneinae	Drepanolejeuneinae	Drepanolejeuneinae	Lejeuneeae	Drepanolejeuneinae Gradst.	subtribe	accepted
Capillolejeunea	Capillolejeunea	Capillolejeunea	Drepanolejeuneinae	Capillolejeunea S.W. Arnell	genus	not verified
Drepanolejeunea	Drepanolejeunea	Drepanolejeunea	Drepanolejeuneinae	Drepanolejeunea (Spruce) Steph.	genus	accepted
Vitalianthus	Vitalianthus	Vitalianthus	Drepanolejeuneinae	Vitalianthus R.M. Schust. et Giancotti.	genus	not verified
Echinolejeuneinae	Echinolejeuneinae	Echinolejeuneinae	Lejeuneeae	Echinolejeuneinae Gradst.	subtribe	accepted
Anoplolejeunea	Anoplolejeunea	Anoplolejeunea	Echinolejeuneinae	Anoplolejeunea (Spruce) Schiffn.	genus	accepted
Echinolejeunea	Echinolejeunea	Echinolejeunea	Echinolejeuneinae	Echinolejeunea R.M. Schust.	genus	accepted
Kymatolejeunea	Kymatolejeunea	Kymatolejeunea	Echinolejeuneinae	Kymatolejeunea Grolle	genus	not verified
Leiolejeuneinae	Leiolejeuneinae	Leiolejeuneinae	Lejeuneeae	Leiolejeuneinae Schäf.-Verw. et Heinrichs.	subtribe	accepted
Leiolejeunea	Leiolejeunea	Leiolejeunea	Leiolejeuneinae	Leiolejeunea A. Evans	genus	not verified
Lejeuneinae	Lejeuneinae	Lejeuneinae	Lejeuneeae	Lejeuneinae Gradst.	subtribe	accepted
Harpalejeunea	Harpalejeunea	Harpalejeunea	Lejeuneinae	Harpalejeunea (Spruce) Schiffn.	genus	accepted
Hattoriolejeunea	Hattoriolejeunea	Hattoriolejeunea	Lejeuneinae	Hattoriolejeunea Mizut.	genus	not verified
Lejeunea	Lejeunea	Lejeunea	Lejeuneinae	Lejeunea Lib.	genus	accepted
Microlejeunea	Microlejeunea	Microlejeunea	Lejeuneinae	Microlejeunea (Spruce) Steph.	genus	accepted
Taxilejeunea	Taxilejeunea	Taxilejeunea	Lejeuneinae	Taxilejeunea (Spruce) Steph.	genus	accepted
Lepidolejeuneinae	Lepidolejeuneinae	Lepidolejeuneinae	Lejeuneeae	Lepidolejeuneinae Gradst.	subtribe	accepted
Lepidolejeunea	Lepidolejeunea	Lepidolejeunea	Lepidolejeuneinae	Lepidolejeunea R.M. Schust.	genus	accepted
Otolejeunea	Otolejeunea	Otolejeunea	Lepidolejeuneinae	Otolejeunea Grolle et Tixier.	genus	accepted
Rectolejeunea	Rectolejeunea	Rectolejeunea	Lepidolejeuneinae	Rectolejeunea A. Evans	genus	accepted
Leptolejeuneinae	Leptolejeuneinae	Leptolejeuneinae	Lejeuneeae	Leptolejeuneinae Heinrichs et Schäf.-Verw.	subtribe	accepted
Leptolejeunea	Leptolejeunea	Leptolejeunea	Leptolejeuneinae	Leptolejeunea (Spruce) Steph.	genus	accepted
Pycnolejeuneinae	Pycnolejeuneinae	Pycnolejeuneinae	Lejeuneeae	Pycnolejeuneinae Heinrichs et Schäf.-Verw.	subtribe	accepted
Pycnolejeunea	Pycnolejeunea	Pycnolejeunea	Pycnolejeuneinae	Pycnolejeunea (Spruce) Schi fn.	genus	accepted
Xylolejeuneinae	Xylolejeuneinae	Xylolejeuneinae	Lejeuneeae	Xylolejeuneinae Henrichs et Schäf.-Verw.	subtribe	accepted
Xylolejeunea	Xylolejeunea	Xylolejeunea	Xylolejeuneinae	Xylolejeunea Xiao L. He et Grolle	genus	accepted
Symbiezidieae	Symbiezidieae	Symbiezidieae	Lejeuneoideae	Symbiezidieae Gradst.	tribe	accepted
Symbiezidium	Symbiezidium	Symbiezidium	Symbiezidieae	Symbiezidium Trevis.	genus	accepted
Ptychanthoideae	Ptychanthoideae	Ptychanthoideae	Lejeuneaceae	Ptychanthoideae Mizut.	subfamily	accepted
Acrolejeunea	Acrolejeunea	Acrolejeunea	Ptychanthoideae	Acrolejeunea (Spruce) Schiffn.	genus	accepted
Archilejeunea	Archilejeunea	Archilejeunea	Ptychanthoideae	Archilejeunea (Spruce) Steph.	genus	accepted
Bryopteris	Bryopteris	Bryopteris	Ptychanthoideae	Bryopteris (Nees) Lindenb.	genus	accepted
Caudalejeunea	Caudalejeunea	Caudalejeunea	Ptychanthoideae	Caudalejeunea Schiffn.	genus	accepted
Cephalantholejeunea	Cephalantholejeunea	Cephalantholejeunea	Ptychanthoideae	Cephalantholejeunea R.M. Schust.	genus	not verified
Cephalolejeunea	Cephalolejeunea	Cephalolejeunea	Ptychanthoideae	Cephalolejeunea Mizut.	genus	not verified
Frullanoides	Frullanoides	Frullanoides	Ptychanthoideae	Frullanoides Raddi	genus	accepted
Fulfordianthus	Fulfordianthus	Fulfordianthus	Ptychanthoideae	Fulfordianthus Gradst.	genus	accepted
Lopholejeunea	Lopholejeunea	Lopholejeunea	Ptychanthoideae	Lopholejeunea (Spruce) Steph.	genus	accepted
Marchesinia	Marchesinia	Marchesinia	Ptychanthoideae	Marchesinia Gray	genus	accepted
Mastigolejeunea	Mastigolejeunea	Mastigolejeunea	Ptychanthoideae	Mastigolejeunea (Spruce) Steph.	genus	accepted
Phaeolejeunea	Phaeolejeunea	Phaeolejeunea	Ptychanthoideae	Phaeolejeunea Mizut.	genus	not verified
Ptychanthus	Ptychanthus	Ptychanthus	Ptychanthoideae	Ptychanthus Nees	genus	accepted
Schiffneriolejeunea	Schiffneriolejeunea	Schiffneriolejeunea	Ptychanthoideae	Schiffneriolejeunea Verd.	genus	accepted
Spruceanthus	Spruceanthus	Spruceanthus	Ptychanthoideae	Spruceanthus Verd.	genus	not verified
Thysananthus	Thysananthus	Thysananthus	Ptychanthoideae	Thysananthus Lindenb.	genus	accepted
Tuzibeanthus	Tuzibeanthus	Tuzibeanthus	Ptychanthoideae	Tuzibeanthus S. Hatt.	genus	not verified
Verdoornianthus	Verdoornianthus	Verdoornianthus	Ptychanthoideae	Verdoornianthus Gradst.	genus	not verified
Porellineae	Porellineae	Porellineae	Porellales	Porellineae R.M. Schust.	suborder	accepted
Goebeliellaceae	Goebeliellaceae	Goebeliellaceae	Porellineae	Goebeliellaceae Verd.	family	accepted
Goebeliella	Goebeliella	Goebeliella	Goebeliellaceae	Goebeliella Steph.	genus	accepted
Lepidolaenaceae	Lepidolaenaceae	Lepidolaenaceae	Porellineae	Lepidolaenaceae Nakai	family	accepted
Gackstroemia	Gackstroemia	Gackstroemia	Lepidolaenaceae	Gackstroemia Trevis.	genus	accepted
Lepidogyna	Lepidogyna	Lepidogyna	Lepidolaenaceae	Lepidogyna R.M. Schust.	genus	accepted
Lepidolaena	Lepidolaena	Lepidolaena	Lepidolaenaceae	Lepidolaena Dumort.	genus	accepted
Porellaceae	Porellaceae	Porellaceae	Porellineae	Porellaceae Cavers nom. conserv.	family	accepted
Ascidiota	Ascidiota	Ascidiota	Porellaceae	Ascidiota C. Massal.	genus	accepted
Porella	Porella	Porella	Porellaceae	Porella L.	genus	accepted
Radulineae	Radulineae	Radulineae	Porellales	Radulineae R.M. Schust.	suborder	accepted
Radulaceae	Radulaceae	Radulaceae	Radulineae	Radulaceae Müll. Frib.	family	accepted
Radula	Radula	Radula	Radulaceae	Radula Dumort.	genus	accepted
Ptilidiales	Ptilidiales	Ptilidiales	Jungermanniidae	Ptilidiales Schljakov	order	accepted
Herzogianthaceae	Herzogianthaceae	Herzogianthaceae	Ptilidiales	Herzogianthaceae Stotler et Crand.-Stotl.	family	not verified
Herzogianthus	Herzogianthus	Herzogianthus	Herzogianthaceae	Herzogianthus R.M. Schust.	genus	not verified
Neotrichocoleaceae	Neotrichocoleaceae	Neotrichocoleaceae	Ptilidiales	Neotrichocoleaceae Inoue.	family	not verified
Neotrichocolea	Neotrichocolea	Neotrichocolea	Neotrichocoleaceae	Neotrichocolea S. Hatt.	genus	not verified
Trichocoleopsis	Trichocoleopsis	Trichocoleopsis	Neotrichocoleaceae	Trichocoleopsis S. Okamura	genus	not verified
Ptilidiaceae	Ptilidiaceae	Ptilidiaceae	Ptilidiales	Ptilidiaceae H. Klinggr.	family	accepted
Ptilidium	Ptilidium	Ptilidium	Ptilidiaceae	Ptilidium Nees	genus	accepted
Metzgeriidae	Metzgeriidae	Metzgeriidae	Jungermanniopsida	Metzgeriidae Barthol.-Began	subclass	accepted
Metzgeriales	Metzgeriales	Metzgeriales	Metzgeriidae	Metzgeriales Chalaud.	order	accepted
Aneuraceae	Aneuraceae	Aneuraceae	Metzgeriales	Aneuraceae H. Klinggr.	family	accepted
Aneura	Aneura	Aneura	Aneuraceae	Aneura Dumort.	genus	accepted
